topic Q0 docid rank score qid
1 Q0 mqduxqdl 33 0.0230619872613649 OHSU_R4_timefusion
1 Q0 6rpt47gm 34 0.022979835311857842 OHSU_R4_timefusion
1 Q0 6k5ac3f2 35 0.02284585929668156 OHSU_R4_timefusion
1 Q0 svu06v9c 36 0.022588867937705148 OHSU_R4_timefusion
1 Q0 wxn714ib 37 0.02232905982905983 OHSU_R4_timefusion
1 Q0 fwgffg6k 38 0.02218289085545723 OHSU_R4_timefusion
1 Q0 ceehbhcb 39 0.02195692053494756 OHSU_R4_timefusion
1 Q0 khwzdi79 40 0.021337496747332808 OHSU_R4_timefusion
1 Q0 ur2irzrt 41 0.02128623188405797 OHSU_R4_timefusion
1 Q0 n1kqn66g 42 0.021109637488947838 OHSU_R4_timefusion
1 Q0 r0peje13 43 0.021028701335606702 OHSU_R4_timefusion
1 Q0 3uif1ve9 44 0.02075344167072693 OHSU_R4_timefusion
1 Q0 c4nlyjiz 45 0.020556609740670462 OHSU_R4_timefusion
1 Q0 v2syspu6 46 0.020405076545173033 OHSU_R4_timefusion
1 Q0 e2zyplbi 47 0.020300937772306668 OHSU_R4_timefusion
1 Q0 qheq9lc8 48 0.020251937984496125 OHSU_R4_timefusion
1 Q0 gc1wwcpo 49 0.01988294026510587 OHSU_R4_timefusion
1 Q0 v5wmmw7r 50 0.019811104195084916 OHSU_R4_timefusion
1 Q0 0twnkv93 51 0.019487855394464317 OHSU_R4_timefusion
1 Q0 lnys6iuu 52 0.01941886199757264 OHSU_R4_timefusion
1 Q0 k2juhyex 53 0.019237375472346274 OHSU_R4_timefusion
1 Q0 ki7bn67o 54 0.019055944055944057 OHSU_R4_timefusion
1 Q0 afx977mr 55 0.0186735778841042 OHSU_R4_timefusion
1 Q0 dtkh7kuh 56 0.018583295906276748 OHSU_R4_timefusion
1 Q0 aejbfk3l 57 0.01852954801138244 OHSU_R4_timefusion
1 Q0 o7xivvn7 58 0.018343888031504444 OHSU_R4_timefusion
1 Q0 zt85ye2e 59 0.018241957676494246 OHSU_R4_timefusion
1 Q0 2upbpr8b 60 0.018115942028985504 OHSU_R4_timefusion
1 Q0 vcgsx07g 61 0.017846932941272563 OHSU_R4_timefusion
1 Q0 oi0zsdtd 62 0.0177619690504029 OHSU_R4_timefusion
1 Q0 xsaat823 63 0.017751084417751084 OHSU_R4_timefusion
1 Q0 zzpw375i 64 0.017672601130016258 OHSU_R4_timefusion
1 Q0 8k28vkgf 65 0.017618301965955402 OHSU_R4_timefusion
1 Q0 vahud6o5 66 0.01753501400560224 OHSU_R4_timefusion
1 Q0 cycc3fvl 67 0.0173922708404868 OHSU_R4_timefusion
1 Q0 9u5emvvy 68 0.01730769230769231 OHSU_R4_timefusion
1 Q0 34sj2z10 69 0.017227534856558868 OHSU_R4_timefusion
1 Q0 1pnc889f 70 0.016969872233030127 OHSU_R4_timefusion
1 Q0 o3b5zm5l 71 0.016824134134925967 OHSU_R4_timefusion
1 Q0 a845az43 72 0.016773081990473296 OHSU_R4_timefusion
1 Q0 o004ggon 73 0.01674425355046076 OHSU_R4_timefusion
1 Q0 19xp903w 74 0.016704348177156932 OHSU_R4_timefusion
1 Q0 bn7hsuv9 75 0.016618102349298853 OHSU_R4_timefusion
1 Q0 nt4pzs90 76 0.016578947368421054 OHSU_R4_timefusion
1 Q0 qw05apnf 77 0.01643592256799804 OHSU_R4_timefusion
1 Q0 jwxt4ygt 78 0.016435288849081953 OHSU_R4_timefusion
1 Q0 zcjnfcfs 79 0.016370388978371484 OHSU_R4_timefusion
1 Q0 97vub46z 80 0.016270416850602258 OHSU_R4_timefusion
1 Q0 rmqu2ngg 81 0.016142771956725446 OHSU_R4_timefusion
1 Q0 4ywt0yqn 82 0.01613623673925181 OHSU_R4_timefusion
1 Q0 i7j15rxy 83 0.015705838876570587 OHSU_R4_timefusion
1 Q0 ad3tct5b 84 0.01565536395649653 OHSU_R4_timefusion
1 Q0 v9ftmdlv 85 0.015598013816925731 OHSU_R4_timefusion
1 Q0 x3xj99h8 86 0.01492537313432836 OHSU_R4_timefusion
1 Q0 h8abjsxr 87 0.01486334178641871 OHSU_R4_timefusion
1 Q0 kx7ybq42 88 0.014714558389727572 OHSU_R4_timefusion
1 Q0 qutdsod1 89 0.014643366864029 OHSU_R4_timefusion
1 Q0 hj8z4nk6 90 0.014552824301251975 OHSU_R4_timefusion
1 Q0 ih5hcouy 91 0.014544547872340425 OHSU_R4_timefusion
1 Q0 8pyjwe9x 92 0.014453748006379585 OHSU_R4_timefusion
1 Q0 5wmohix3 93 0.014392495892582503 OHSU_R4_timefusion
1 Q0 d1iar1v7 94 0.01426789866278682 OHSU_R4_timefusion
1 Q0 faec051u 95 0.014185463659147869 OHSU_R4_timefusion
1 Q0 b3kjge3z 96 0.014139975956087604 OHSU_R4_timefusion
1 Q0 3dm9duoz 97 0.014110889110889112 OHSU_R4_timefusion
1 Q0 4rqbzds1 98 0.014024096385542171 OHSU_R4_timefusion
1 Q0 ytimgqb3 99 0.014010679468965854 OHSU_R4_timefusion
1 Q0 68g8noys 100 0.013975681083577034 OHSU_R4_timefusion
1 Q0 ibca88xu 101 0.013932427725531174 OHSU_R4_timefusion
1 Q0 zlxybr97 102 0.013809067688378031 OHSU_R4_timefusion
1 Q0 4ze0mfxp 103 0.0137311487618693 OHSU_R4_timefusion
1 Q0 6ez0u7iq 104 0.013609831029185868 OHSU_R4_timefusion
1 Q0 22fc1qly 105 0.013325459587141831 OHSU_R4_timefusion
1 Q0 kjx0z1hc 106 0.013200894392844857 OHSU_R4_timefusion
1 Q0 wxdkao69 107 0.01314251159040516 OHSU_R4_timefusion
1 Q0 1obd7mq8 108 0.013082349081364828 OHSU_R4_timefusion
1 Q0 e56ry1x4 109 0.01301501117853721 OHSU_R4_timefusion
1 Q0 btiy6jhr 110 0.012994112699747687 OHSU_R4_timefusion
1 Q0 erozilox 111 0.012985715712716013 OHSU_R4_timefusion
1 Q0 n0wm7ttq 112 0.012961615426596323 OHSU_R4_timefusion
1 Q0 qabupjgk 113 0.01293119017518512 OHSU_R4_timefusion
1 Q0 6e3gpb93 114 0.012927079397635884 OHSU_R4_timefusion
1 Q0 j318qn5p 115 0.01277777777777778 OHSU_R4_timefusion
1 Q0 1de98sxz 116 0.012672811059907836 OHSU_R4_timefusion
1 Q0 05w4l6ta 117 0.012641593560204377 OHSU_R4_timefusion
1 Q0 ccxj4s6j 118 0.012597217658012926 OHSU_R4_timefusion
1 Q0 22ioujwl 119 0.012551020408163265 OHSU_R4_timefusion
1 Q0 rjltw0qn 120 0.01249425318441193 OHSU_R4_timefusion
1 Q0 u0ikj6nu 121 0.012490640528214551 OHSU_R4_timefusion
1 Q0 2xtdt75i 122 0.012487956718298377 OHSU_R4_timefusion
1 Q0 3g8pwbcq 123 0.012339806368571269 OHSU_R4_timefusion
1 Q0 ilwsrir6 124 0.012325909384732915 OHSU_R4_timefusion
1 Q0 x7hx530s 125 0.012267201962752314 OHSU_R4_timefusion
1 Q0 33ph0m11 126 0.01226321741588917 OHSU_R4_timefusion
1 Q0 0tgmm7bb 127 0.012253261960521912 OHSU_R4_timefusion
1 Q0 4om2u914 128 0.012195121951219513 OHSU_R4_timefusion
1 Q0 8dlqow9n 129 0.012193571698968269 OHSU_R4_timefusion
1 Q0 nmicwt0s 130 0.012193362193362194 OHSU_R4_timefusion
1 Q0 w4bqp9xr 131 0.012159065710695544 OHSU_R4_timefusion
1 Q0 srb6h6yg 132 0.012145999876061226 OHSU_R4_timefusion
1 Q0 nm6nu8pj 133 0.012095575421976514 OHSU_R4_timefusion
1 Q0 ayhsbfd1 134 0.012072259857564705 OHSU_R4_timefusion
1 Q0 4f75in6o 135 0.012068739341466614 OHSU_R4_timefusion
1 Q0 qlglk6ly 136 0.012048192771084338 OHSU_R4_timefusion
1 Q0 i3dcqjzq 137 0.01200691045205874 OHSU_R4_timefusion
1 Q0 n7hzpbyf 138 0.011895912752204635 OHSU_R4_timefusion
1 Q0 g42gfovg 139 0.011854660610858785 OHSU_R4_timefusion
1 Q0 q8dl0gcc 140 0.011731315042573322 OHSU_R4_timefusion
1 Q0 h5sox8bq 141 0.011726279717284214 OHSU_R4_timefusion
1 Q0 r25kuerc 142 0.011676114730518656 OHSU_R4_timefusion
1 Q0 q512vvj8 143 0.011627906976744186 OHSU_R4_timefusion
1 Q0 ja2s5cxy 144 0.011595619432658777 OHSU_R4_timefusion
1 Q0 obksnezn 145 0.011587524210245108 OHSU_R4_timefusion
1 Q0 2hlrw6oy 146 0.01157664834849625 OHSU_R4_timefusion
1 Q0 r48tp5py 147 0.011534802600285395 OHSU_R4_timefusion
1 Q0 10ecm4wi 148 0.011516525299795265 OHSU_R4_timefusion
1 Q0 6m8sbbi1 149 0.011510760524736345 OHSU_R4_timefusion
1 Q0 kem4x4wr 150 0.011506368028107158 OHSU_R4_timefusion
1 Q0 4sfgha4z 151 0.011421342730640644 OHSU_R4_timefusion
1 Q0 jh31omg2 152 0.011407407407407408 OHSU_R4_timefusion
1 Q0 cqu06lt5 153 0.011311269375785506 OHSU_R4_timefusion
1 Q0 qp4efhwq 154 0.011215177713736792 OHSU_R4_timefusion
1 Q0 bakwk4tm 155 0.0111873451496093 OHSU_R4_timefusion
1 Q0 hib30ct6 156 0.011151960784313726 OHSU_R4_timefusion
1 Q0 20eq5meh 157 0.011111111111111113 OHSU_R4_timefusion
1 Q0 ggualf7d 158 0.01108641975308642 OHSU_R4_timefusion
1 Q0 w84fqqqt 159 0.01108374384236453 OHSU_R4_timefusion
1 Q0 f6qh4fva 160 0.01096314833020526 OHSU_R4_timefusion
1 Q0 kqj4wwx5 161 0.010787394886604944 OHSU_R4_timefusion
1 Q0 ptbnqx0o 162 0.010757507844016136 OHSU_R4_timefusion
1 Q0 rb02ase5 163 0.010754301720688277 OHSU_R4_timefusion
1 Q0 ej4r28kx 164 0.010730697369085492 OHSU_R4_timefusion
1 Q0 lhh06yvj 165 0.010644981153148122 OHSU_R4_timefusion
1 Q0 9pq88x6l 166 0.010542788897125442 OHSU_R4_timefusion
1 Q0 bm99zrxz 167 0.010476852190448327 OHSU_R4_timefusion
1 Q0 8arwlhf0 168 0.010459964996718444 OHSU_R4_timefusion
1 Q0 tg3od3iw 169 0.010395622895622895 OHSU_R4_timefusion
1 Q0 zzi2xv3p 170 0.010375162111908 OHSU_R4_timefusion
1 Q0 ar6psvlo 171 0.010323847848998754 OHSU_R4_timefusion
1 Q0 hf11qpsk 172 0.010226994819804795 OHSU_R4_timefusion
1 Q0 rgmurgbf 173 0.010179319231182218 OHSU_R4_timefusion
1 Q0 mt8zsbhb 174 0.010169726040033208 OHSU_R4_timefusion
1 Q0 f8o3g72p 175 0.010075121520106051 OHSU_R4_timefusion
1 Q0 k8m19by9 176 0.010062111801242236 OHSU_R4_timefusion
1 Q0 lah0fb83 177 0.010052910052910051 OHSU_R4_timefusion
1 Q0 mul6idjo 178 0.009993002711449312 OHSU_R4_timefusion
1 Q0 tlwqcnhy 179 0.009968777876895629 OHSU_R4_timefusion
1 Q0 ejg6hpuy 180 0.009956355701036552 OHSU_R4_timefusion
1 Q0 iy0h2pyf 181 0.00992684347957444 OHSU_R4_timefusion
1 Q0 ibnudp1x 182 0.009925314465408805 OHSU_R4_timefusion
1 Q0 gfu4bp2x 183 0.00991289412342044 OHSU_R4_timefusion
1 Q0 h3oix9zc 184 0.009844167769465523 OHSU_R4_timefusion
1 Q0 g0uxidjd 185 0.009840696489765677 OHSU_R4_timefusion
1 Q0 xg53p4sv 186 0.009767617824756096 OHSU_R4_timefusion
1 Q0 bo104j2y 187 0.009750939849624059 OHSU_R4_timefusion
1 Q0 itc417kn 188 0.009705062984496124 OHSU_R4_timefusion
1 Q0 1tl71xqw 189 0.009694915254237288 OHSU_R4_timefusion
1 Q0 qpa6tk6v 190 0.009685851654763572 OHSU_R4_timefusion
1 Q0 s7uop4h8 191 0.009680601800468615 OHSU_R4_timefusion
1 Q0 nzbopcxg 192 0.009673294819827007 OHSU_R4_timefusion
1 Q0 izztrixl 193 0.009644045317628018 OHSU_R4_timefusion
1 Q0 aw0kkvvl 194 0.009608738895163602 OHSU_R4_timefusion
1 Q0 auvpy0ls 195 0.009566877700733594 OHSU_R4_timefusion
1 Q0 cz3dx4ld 196 0.009523809523809523 OHSU_R4_timefusion
1 Q0 rdh4xi2u 197 0.009499272657167393 OHSU_R4_timefusion
1 Q0 k0ik2kq9 198 0.009428387733787043 OHSU_R4_timefusion
1 Q0 cniyembt 199 0.009426810779087396 OHSU_R4_timefusion
1 Q0 9xs8aukq 200 0.009264223370719051 OHSU_R4_timefusion
1 Q0 su8czd4x 201 0.009248843894513184 OHSU_R4_timefusion
1 Q0 bsbz3a1l 202 0.009230769230769232 OHSU_R4_timefusion
1 Q0 uqg2xkie 203 0.009182682974179773 OHSU_R4_timefusion
1 Q0 n4qh8vg4 204 0.009169004207573632 OHSU_R4_timefusion
1 Q0 c0r2nbzo 205 0.009145311039980914 OHSU_R4_timefusion
1 Q0 d8n9711b 206 0.009139769896145341 OHSU_R4_timefusion
1 Q0 tr8yem9g 207 0.009102711634357205 OHSU_R4_timefusion
1 Q0 x9al2tv6 208 0.00909090909090909 OHSU_R4_timefusion
1 Q0 03isjlif 209 0.00906572138695351 OHSU_R4_timefusion
1 Q0 atqsz3ju 210 0.009040604785285636 OHSU_R4_timefusion
1 Q0 wl5eyrgy 211 0.009023877262892836 OHSU_R4_timefusion
1 Q0 lmws8eed 212 0.00902153758379689 OHSU_R4_timefusion
1 Q0 4od9gu6y 213 0.009009009009009007 OHSU_R4_timefusion
1 Q0 qmp2tqtb 214 0.008984644425890297 OHSU_R4_timefusion
1 Q0 8xxiffsk 215 0.008971496389274435 OHSU_R4_timefusion
1 Q0 kz7jwdyj 216 0.0089693313222725 OHSU_R4_timefusion
1 Q0 mb3g0fky 217 0.008928571428571428 OHSU_R4_timefusion
1 Q0 8y92vh5y 218 0.008869223205506392 OHSU_R4_timefusion
1 Q0 7h9yjkt3 219 0.008806772588669555 OHSU_R4_timefusion
1 Q0 m2tpue3y 220 0.008784284655300222 OHSU_R4_timefusion
1 Q0 dtqtacis 221 0.008750421430103902 OHSU_R4_timefusion
1 Q0 a6mk6t01 222 0.008749689286602039 OHSU_R4_timefusion
1 Q0 ip16lh2a 223 0.008714494323802346 OHSU_R4_timefusion
1 Q0 hhpnewdt 224 0.00870371421543585 OHSU_R4_timefusion
1 Q0 nm2ubi13 225 0.008619962017303228 OHSU_R4_timefusion
1 Q0 pem059zk 226 0.008604100362667455 OHSU_R4_timefusion
1 Q0 biylyqa3 227 0.008559953329743313 OHSU_R4_timefusion
1 Q0 mrg2pomd 228 0.008501139091478984 OHSU_R4_timefusion
1 Q0 8reqt6a7 229 0.008482938629997454 OHSU_R4_timefusion
1 Q0 a11n31o2 230 0.008481578064083034 OHSU_R4_timefusion
1 Q0 2wof34vi 231 0.008426073131955484 OHSU_R4_timefusion
1 Q0 y5fi7cdt 232 0.008403361344537815 OHSU_R4_timefusion
1 Q0 6ffif8fc 233 0.008333333333333333 OHSU_R4_timefusion
1 Q0 3f9dbwd2 234 0.008319392729300452 OHSU_R4_timefusion
1 Q0 xfrjl462 235 0.008297178783982638 OHSU_R4_timefusion
1 Q0 o565iglh 236 0.008288409703504043 OHSU_R4_timefusion
1 Q0 jsqce82a 237 0.008207262271157542 OHSU_R4_timefusion
1 Q0 bdncqwkp 238 0.00820497332125239 OHSU_R4_timefusion
1 Q0 p3okzo8n 239 0.008198658669896889 OHSU_R4_timefusion
1 Q0 3uvuo4sf 240 0.008196941841173042 OHSU_R4_timefusion
1 Q0 ljf7wbuk 241 0.008196721311475409 OHSU_R4_timefusion
1 Q0 agcu5d11 242 0.008165266106442578 OHSU_R4_timefusion
1 Q0 kzj9trp6 243 0.00815060469567226 OHSU_R4_timefusion
1 Q0 85cdy3f9 244 0.00814801636719445 OHSU_R4_timefusion
1 Q0 ckgmv7rt 245 0.008130081300813009 OHSU_R4_timefusion
1 Q0 4almssg6 246 0.008122585177379698 OHSU_R4_timefusion
1 Q0 apkbzwcc 247 0.008080808080808079 OHSU_R4_timefusion
1 Q0 o2619pri 248 0.008006230529595015 OHSU_R4_timefusion
1 Q0 u7zze0dk 249 0.007994258668774243 OHSU_R4_timefusion
1 Q0 x3sb1o4u 250 0.007948810382119682 OHSU_R4_timefusion
1 Q0 uh3o742p 251 0.007947900053163209 OHSU_R4_timefusion
1 Q0 fk8veh49 252 0.007944514501891552 OHSU_R4_timefusion
1 Q0 da3bpnbd 253 0.007936507936507936 OHSU_R4_timefusion
1 Q0 dir0jtyb 254 0.007920989263664838 OHSU_R4_timefusion
1 Q0 uih7alib 255 0.007875313871205011 OHSU_R4_timefusion
1 Q0 cqesmvk9 256 0.007875025305351238 OHSU_R4_timefusion
1 Q0 1c47w4q5 257 0.007816316560820713 OHSU_R4_timefusion
1 Q0 fhjmygpu 258 0.0078125 OHSU_R4_timefusion
1 Q0 vwf2djd4 259 0.0078125 OHSU_R4_timefusion
1 Q0 3sepefqa 260 0.007811117011860506 OHSU_R4_timefusion
1 Q0 0kbyf04c 261 0.0078072888242071425 OHSU_R4_timefusion
1 Q0 ts87u9ou 262 0.007788397556106707 OHSU_R4_timefusion
1 Q0 5an2m9sh 263 0.0077662528157577656 OHSU_R4_timefusion
1 Q0 hicqy5sj 264 0.00775228669965512 OHSU_R4_timefusion
1 Q0 3jireyep 265 0.00775138468566208 OHSU_R4_timefusion
1 Q0 ksog5oj0 266 0.007696247919067742 OHSU_R4_timefusion
1 Q0 a1d0hjtc 267 0.007679225536368394 OHSU_R4_timefusion
1 Q0 t34myl7l 268 0.007668351157597838 OHSU_R4_timefusion
1 Q0 yrq58n4k 269 0.007661661021881982 OHSU_R4_timefusion
1 Q0 h1wycwxc 270 0.007626756424640701 OHSU_R4_timefusion
1 Q0 8dhoxvvs 271 0.007575757575757577 OHSU_R4_timefusion
1 Q0 on70zzn0 272 0.007513910889078429 OHSU_R4_timefusion
1 Q0 oshmfyj1 273 0.007494615089551799 OHSU_R4_timefusion
1 Q0 enbdppkw 274 0.00746268656716418 OHSU_R4_timefusion
1 Q0 fofr17c8 275 0.007420951462423063 OHSU_R4_timefusion
1 Q0 4e46dkrz 276 0.007407407407407408 OHSU_R4_timefusion
1 Q0 21fhsooy 277 0.007378844536240455 OHSU_R4_timefusion
1 Q0 3fiz0tqy 278 0.007317757446344239 OHSU_R4_timefusion
1 Q0 td7lidnc 279 0.007299270072992701 OHSU_R4_timefusion
1 Q0 k8pixba7 280 0.007291391312009869 OHSU_R4_timefusion
1 Q0 t0cw7l2a 281 0.0072504611600737855 OHSU_R4_timefusion
1 Q0 xfvq8i6m 282 0.007243471174865155 OHSU_R4_timefusion
1 Q0 jkrj0lbm 283 0.007238937587196294 OHSU_R4_timefusion
1 Q0 jct2t2br 284 0.007237727996082751 OHSU_R4_timefusion
1 Q0 z5tuw5d0 285 0.007205677464298154 OHSU_R4_timefusion
1 Q0 kkga96h9 286 0.00718294051627385 OHSU_R4_timefusion
1 Q0 wb966r76 287 0.0071428571428571435 OHSU_R4_timefusion
1 Q0 3w63yt7f 288 0.007135817070766805 OHSU_R4_timefusion
1 Q0 43gik8e3 289 0.007126049602655851 OHSU_R4_timefusion
1 Q0 sbnugd2g 290 0.007116812370952862 OHSU_R4_timefusion
1 Q0 kpov2hy4 291 0.007092198581560284 OHSU_R4_timefusion
1 Q0 bu1ib2ul 292 0.007046225010296867 OHSU_R4_timefusion
1 Q0 z4hc9yhb 293 0.006989402004507745 OHSU_R4_timefusion
1 Q0 jijzpn4i 294 0.006906077348066298 OHSU_R4_timefusion
1 Q0 90fx0ud4 295 0.006897901840208205 OHSU_R4_timefusion
1 Q0 rjqq1lxx 296 0.006874750276165182 OHSU_R4_timefusion
1 Q0 96jqjs64 297 0.006865060291320975 OHSU_R4_timefusion
1 Q0 pgl7aebd 298 0.00684931506849315 OHSU_R4_timefusion
1 Q0 0n8x3i0v 299 0.006840021977775536 OHSU_R4_timefusion
1 Q0 w0mt034a 300 0.006829181914768032 OHSU_R4_timefusion
1 Q0 ttc17ns2 301 0.006802721088435374 OHSU_R4_timefusion
1 Q0 wpywh8c9 302 0.006726091357299115 OHSU_R4_timefusion
1 Q0 bzldjzp3 303 0.006720071680764595 OHSU_R4_timefusion
1 Q0 ne4dsn20 304 0.006711409395973154 OHSU_R4_timefusion
1 Q0 bzhkpiaj 305 0.006666666666666667 OHSU_R4_timefusion
1 Q0 k9yu5jpi 306 0.006666666666666667 OHSU_R4_timefusion
1 Q0 svwtfshi 307 0.006645212124664179 OHSU_R4_timefusion
1 Q0 jc2xyk4t 308 0.006588288371969586 OHSU_R4_timefusion
1 Q0 w7ej6jfg 309 0.006547619047619047 OHSU_R4_timefusion
1 Q0 eju7wnb9 310 0.006505270092226614 OHSU_R4_timefusion
1 Q0 kyq6ozm9 311 0.006498521558762522 OHSU_R4_timefusion
1 Q0 cw5aswvp 312 0.0064516129032258064 OHSU_R4_timefusion
1 Q0 xh10ccki 313 0.00641025641025641 OHSU_R4_timefusion
1 Q0 chbegdex 314 0.006402463237764758 OHSU_R4_timefusion
1 Q0 rql9fjug 315 0.006398437266412191 OHSU_R4_timefusion
1 Q0 ex9nh1yi 316 0.006374784635654201 OHSU_R4_timefusion
1 Q0 8ozauxlk 317 0.006347708894878706 OHSU_R4_timefusion
1 Q0 ca380xbl 318 0.0063442789930639775 OHSU_R4_timefusion
1 Q0 aciyanu4 319 0.006329113924050633 OHSU_R4_timefusion
1 Q0 ig0rnbqb 320 0.006317960254968129 OHSU_R4_timefusion
1 Q0 6n8ozd36 321 0.0062974841200647644 OHSU_R4_timefusion
1 Q0 29d3pisb 322 0.006289308176100629 OHSU_R4_timefusion
1 Q0 e816pyj1 323 0.006289308176100629 OHSU_R4_timefusion
1 Q0 kd0h5sy7 324 0.006251324433142615 OHSU_R4_timefusion
1 Q0 t3qhhqaw 325 0.00625 OHSU_R4_timefusion
1 Q0 89n52jny 326 0.006231073841136734 OHSU_R4_timefusion
1 Q0 tupom7fb 327 0.0061940878103036645 OHSU_R4_timefusion
1 Q0 rohhvq4h 328 0.006174704945481276 OHSU_R4_timefusion
1 Q0 epcs105o 329 0.006172839506172839 OHSU_R4_timefusion
1 Q0 w0rk0010 330 0.006166056166056166 OHSU_R4_timefusion
1 Q0 f6so6tih 331 0.006136447905079718 OHSU_R4_timefusion
1 Q0 kftsaksm 332 0.006128125191026346 OHSU_R4_timefusion
1 Q0 f9eqbaj5 333 0.0060622710622710635 OHSU_R4_timefusion
1 Q0 nrbwbvuh 334 0.0060291997116077856 OHSU_R4_timefusion
1 Q0 p68tyvdw 335 0.00601887111788102 OHSU_R4_timefusion
1 Q0 kziwo9n9 336 0.0060024528008567534 OHSU_R4_timefusion
1 Q0 a0oxgop2 337 0.005978074683110655 OHSU_R4_timefusion
1 Q0 5h7qyn1g 338 0.005959166225623906 OHSU_R4_timefusion
1 Q0 3pkncxgb 339 0.005953505953505954 OHSU_R4_timefusion
1 Q0 50xzptr1 340 0.005917159763313609 OHSU_R4_timefusion
1 Q0 fciota2z 341 0.005909394461786951 OHSU_R4_timefusion
1 Q0 kg0dmgq0 342 0.0058994803040306075 OHSU_R4_timefusion
1 Q0 y9eoyo45 343 0.005882352941176471 OHSU_R4_timefusion
1 Q0 aei1zpim 344 0.005880235817732966 OHSU_R4_timefusion
1 Q0 a7o0xom4 345 0.0058599747517827285 OHSU_R4_timefusion
1 Q0 ectly1v4 346 0.005847953216374269 OHSU_R4_timefusion
1 Q0 pq75mafr 347 0.005835215996604965 OHSU_R4_timefusion
1 Q0 75u57fw1 348 0.005822259136212624 OHSU_R4_timefusion
1 Q0 kdddf4f0 349 0.005817972350230414 OHSU_R4_timefusion
1 Q0 zdfx3zo3 350 0.005813953488372093 OHSU_R4_timefusion
1 Q0 y5e1utju 351 0.005782085561497325 OHSU_R4_timefusion
1 Q0 01w8fk5f 352 0.005780346820809247 OHSU_R4_timefusion
1 Q0 9e3w7sv2 353 0.005780346820809247 OHSU_R4_timefusion
1 Q0 kevrp8rg 354 0.005747126436781609 OHSU_R4_timefusion
1 Q0 xnamt7q4 355 0.005747126436781609 OHSU_R4_timefusion
1 Q0 mrnid1i2 356 0.005736245954692557 OHSU_R4_timefusion
1 Q0 tsq26r7u 357 0.005714285714285714 OHSU_R4_timefusion
1 Q0 c4augga0 358 0.005712674240593022 OHSU_R4_timefusion
1 Q0 t1iagum7 359 0.005708404941876676 OHSU_R4_timefusion
1 Q0 480x49jl 360 0.00570226551448654 OHSU_R4_timefusion
1 Q0 73kx3hvd 361 0.005681818181818182 OHSU_R4_timefusion
1 Q0 4v5lo6dd 362 0.005617977528089888 OHSU_R4_timefusion
1 Q0 zwhbzdm2 363 0.005617977528089888 OHSU_R4_timefusion
1 Q0 7gzo66sg 364 0.005604978033489158 OHSU_R4_timefusion
1 Q0 uaoyounl 365 0.00558659217877095 OHSU_R4_timefusion
1 Q0 ucd9du6n 366 0.00558659217877095 OHSU_R4_timefusion
1 Q0 a2gmy1f0 367 0.0055801139370544465 OHSU_R4_timefusion
1 Q0 ytu39uvk 368 0.005555555555555557 OHSU_R4_timefusion
1 Q0 zxvim4t8 369 0.0055350827662040475 OHSU_R4_timefusion
