topic Q0 docid rank score qid
1 Q0 1obd7mq8 65 0.016855429713524318 OHSU_R4_origfusion_Udelgen
1 Q0 1sbj2wzd 66 0.016849315068493152 OHSU_R4_origfusion_Udelgen
1 Q0 29oak8of 67 0.016823785351704132 OHSU_R4_origfusion_Udelgen
1 Q0 ih5hcouy 68 0.016684100418410043 OHSU_R4_origfusion_Udelgen
1 Q0 wxn714ib 69 0.01662280701754386 OHSU_R4_origfusion_Udelgen
1 Q0 ca380xbl 70 0.01644736842105263 OHSU_R4_origfusion_Udelgen
1 Q0 5aazi299 71 0.01632791327913279 OHSU_R4_origfusion_Udelgen
1 Q0 tupom7fb 72 0.016251847585277878 OHSU_R4_origfusion_Udelgen
1 Q0 34sj2z10 73 0.016179185696239433 OHSU_R4_origfusion_Udelgen
1 Q0 59492sjb 74 0.016051688699912796 OHSU_R4_origfusion_Udelgen
1 Q0 xqn3lr0v 75 0.01595677050222505 OHSU_R4_origfusion_Udelgen
1 Q0 p3okzo8n 76 0.015844689595500755 OHSU_R4_origfusion_Udelgen
1 Q0 fs07zdu6 77 0.015808095760847483 OHSU_R4_origfusion_Udelgen
1 Q0 w84fqqqt 78 0.015513897866839044 OHSU_R4_origfusion_Udelgen
1 Q0 rjthvtul 79 0.015513594367592297 OHSU_R4_origfusion_Udelgen
1 Q0 us1spoxu 80 0.015347700108656284 OHSU_R4_origfusion_Udelgen
1 Q0 22ioujwl 81 0.015296481809183887 OHSU_R4_origfusion_Udelgen
1 Q0 z5tuw5d0 82 0.015254242539909766 OHSU_R4_origfusion_Udelgen
1 Q0 g0v0xc21 83 0.015151515151515154 OHSU_R4_origfusion_Udelgen
1 Q0 9pq88x6l 84 0.0151259559154296 OHSU_R4_origfusion_Udelgen
1 Q0 ur2irzrt 85 0.015079865489701557 OHSU_R4_origfusion_Udelgen
1 Q0 73ylxhb7 86 0.015012254901960785 OHSU_R4_origfusion_Udelgen
1 Q0 za7patoc 87 0.014921353156647272 OHSU_R4_origfusion_Udelgen
1 Q0 c0r2nbzo 88 0.014783478893740903 OHSU_R4_origfusion_Udelgen
1 Q0 z4hc9yhb 89 0.014732669023893709 OHSU_R4_origfusion_Udelgen
1 Q0 cqesmvk9 90 0.014559643255295431 OHSU_R4_origfusion_Udelgen
1 Q0 ceehbhcb 91 0.014532520325203253 OHSU_R4_origfusion_Udelgen
1 Q0 fv355ywl 92 0.014480832954870397 OHSU_R4_origfusion_Udelgen
1 Q0 5xwsdxcr 93 0.01424805296733815 OHSU_R4_origfusion_Udelgen
1 Q0 4uaa6kpg 94 0.014147446457990116 OHSU_R4_origfusion_Udelgen
1 Q0 dwa03s7o 95 0.014128099464637929 OHSU_R4_origfusion_Udelgen
1 Q0 u7ka7rbc 96 0.01411522633744856 OHSU_R4_origfusion_Udelgen
1 Q0 7x3nq9cp 97 0.014097992583749703 OHSU_R4_origfusion_Udelgen
1 Q0 f6qh4fva 98 0.014039408866995073 OHSU_R4_origfusion_Udelgen
1 Q0 1o1aopxh 99 0.014009009009009008 OHSU_R4_origfusion_Udelgen
1 Q0 d0x23frk 100 0.013943123101802549 OHSU_R4_origfusion_Udelgen
1 Q0 29d3pisb 101 0.0136986301369863 OHSU_R4_origfusion_Udelgen
1 Q0 4om2u914 102 0.0136986301369863 OHSU_R4_origfusion_Udelgen
1 Q0 n2t35wgn 103 0.013695440919603645 OHSU_R4_origfusion_Udelgen
1 Q0 9xs8aukq 104 0.013668696824585056 OHSU_R4_origfusion_Udelgen
1 Q0 ax6v6ham 105 0.013559705076414588 OHSU_R4_origfusion_Udelgen
1 Q0 czrwkh9v 106 0.013471190523991166 OHSU_R4_origfusion_Udelgen
1 Q0 lt09z61w 107 0.013409868099658035 OHSU_R4_origfusion_Udelgen
1 Q0 xzd8k98j 108 0.013354037267080746 OHSU_R4_origfusion_Udelgen
1 Q0 vbuepdm4 109 0.013272672582343213 OHSU_R4_origfusion_Udelgen
1 Q0 blv0wesk 110 0.013254837154857809 OHSU_R4_origfusion_Udelgen
1 Q0 wop64w3i 111 0.013235700469743022 OHSU_R4_origfusion_Udelgen
1 Q0 agcu5d11 112 0.013186717044657577 OHSU_R4_origfusion_Udelgen
1 Q0 6ez0u7iq 113 0.013182827134426941 OHSU_R4_origfusion_Udelgen
1 Q0 03isjlif 114 0.01315844966471258 OHSU_R4_origfusion_Udelgen
1 Q0 bzldjzp3 115 0.013110124212310736 OHSU_R4_origfusion_Udelgen
1 Q0 bdncqwkp 116 0.012883324971779755 OHSU_R4_origfusion_Udelgen
1 Q0 3pkncxgb 117 0.012654997140971744 OHSU_R4_origfusion_Udelgen
1 Q0 mt8zsbhb 118 0.0124681293612453 OHSU_R4_origfusion_Udelgen
1 Q0 bzhkpiaj 119 0.012320267287154704 OHSU_R4_origfusion_Udelgen
1 Q0 k8pixba7 120 0.012240056531395116 OHSU_R4_origfusion_Udelgen
1 Q0 gf0yfuid 121 0.012205919554768529 OHSU_R4_origfusion_Udelgen
1 Q0 hp5x637c 122 0.012196545284780579 OHSU_R4_origfusion_Udelgen
1 Q0 1pnc889f 123 0.012174635806481277 OHSU_R4_origfusion_Udelgen
1 Q0 vvui9das 124 0.012133100842778265 OHSU_R4_origfusion_Udelgen
1 Q0 aei1zpim 125 0.012107701722178512 OHSU_R4_origfusion_Udelgen
1 Q0 o3b5zm5l 126 0.012105952955783957 OHSU_R4_origfusion_Udelgen
1 Q0 simjaxvg 127 0.012086021505376346 OHSU_R4_origfusion_Udelgen
1 Q0 dhszlrmo 128 0.012067099567099565 OHSU_R4_origfusion_Udelgen
1 Q0 u6s544wo 129 0.012043399638336349 OHSU_R4_origfusion_Udelgen
1 Q0 4cr6z7tc 130 0.012033295132396406 OHSU_R4_origfusion_Udelgen
1 Q0 xeu35i0n 131 0.01194593956164476 OHSU_R4_origfusion_Udelgen
1 Q0 4iwddq2u 132 0.011882095761934984 OHSU_R4_origfusion_Udelgen
1 Q0 3dm9duoz 133 0.011811662833175484 OHSU_R4_origfusion_Udelgen
1 Q0 ttc17ns2 134 0.011764705882352941 OHSU_R4_origfusion_Udelgen
1 Q0 zy9lb7d9 135 0.011735019609035356 OHSU_R4_origfusion_Udelgen
1 Q0 x9al2tv6 136 0.011712377258595743 OHSU_R4_origfusion_Udelgen
1 Q0 68g8noys 137 0.011700363714163456 OHSU_R4_origfusion_Udelgen
1 Q0 a1cjp6d2 138 0.011665823354135043 OHSU_R4_origfusion_Udelgen
1 Q0 b5287qd4 139 0.011661621284390654 OHSU_R4_origfusion_Udelgen
1 Q0 5an2m9sh 140 0.01164678698557422 OHSU_R4_origfusion_Udelgen
1 Q0 8xxiffsk 141 0.011595079653155878 OHSU_R4_origfusion_Udelgen
1 Q0 l08ld2cy 142 0.011568016614745586 OHSU_R4_origfusion_Udelgen
1 Q0 3jireyep 143 0.011548958263995207 OHSU_R4_origfusion_Udelgen
1 Q0 jj6olsl7 144 0.011548101021785231 OHSU_R4_origfusion_Udelgen
1 Q0 fwgffg6k 145 0.011496098391188463 OHSU_R4_origfusion_Udelgen
1 Q0 r8mn4lzv 146 0.011457416949436557 OHSU_R4_origfusion_Udelgen
1 Q0 c4xhg567 147 0.01131970432684873 OHSU_R4_origfusion_Udelgen
1 Q0 z9nb8cwt 148 0.011278195488721804 OHSU_R4_origfusion_Udelgen
1 Q0 dtqtacis 149 0.011201661872802813 OHSU_R4_origfusion_Udelgen
1 Q0 kdddf4f0 150 0.011153198653198651 OHSU_R4_origfusion_Udelgen
1 Q0 w0mt034a 151 0.011131221719457013 OHSU_R4_origfusion_Udelgen
1 Q0 20eq5meh 152 0.011111111111111113 OHSU_R4_origfusion_Udelgen
1 Q0 1c47w4q5 153 0.011045748926221184 OHSU_R4_origfusion_Udelgen
1 Q0 qp4efhwq 154 0.010999799639350832 OHSU_R4_origfusion_Udelgen
1 Q0 f8vbflx6 155 0.010998684939844149 OHSU_R4_origfusion_Udelgen
1 Q0 y3cp5wza 156 0.01081007115489874 OHSU_R4_origfusion_Udelgen
1 Q0 pjbpbf1w 157 0.010783793498913062 OHSU_R4_origfusion_Udelgen
1 Q0 afx977mr 158 0.010638297872340424 OHSU_R4_origfusion_Udelgen
1 Q0 uz0m1o0q 159 0.010535557506584723 OHSU_R4_origfusion_Udelgen
1 Q0 m5ya2ygh 160 0.0105069236375415 OHSU_R4_origfusion_Udelgen
1 Q0 0twnkv93 161 0.010498485548539452 OHSU_R4_origfusion_Udelgen
1 Q0 kqj4wwx5 162 0.010340584741186454 OHSU_R4_origfusion_Udelgen
1 Q0 nt4pzs90 163 0.010338783750804251 OHSU_R4_origfusion_Udelgen
1 Q0 tg3od3iw 164 0.010309278350515464 OHSU_R4_origfusion_Udelgen
1 Q0 y4a1g6km 165 0.01026552868658132 OHSU_R4_origfusion_Udelgen
1 Q0 mrg2pomd 166 0.010254676583276988 OHSU_R4_origfusion_Udelgen
1 Q0 ksog5oj0 167 0.010205082916298694 OHSU_R4_origfusion_Udelgen
1 Q0 ucd9du6n 168 0.010204081632653059 OHSU_R4_origfusion_Udelgen
1 Q0 jj86scxd 169 0.010203252265195268 OHSU_R4_origfusion_Udelgen
1 Q0 8klkojpo 170 0.010196827653618876 OHSU_R4_origfusion_Udelgen
1 Q0 ayj4z8qn 171 0.010101010101010102 OHSU_R4_origfusion_Udelgen
1 Q0 ljf7wbuk 172 0.010101010101010102 OHSU_R4_origfusion_Udelgen
1 Q0 p9tx2oer 173 0.010086898870551465 OHSU_R4_origfusion_Udelgen
1 Q0 wav0d0ws 174 0.010030165912518851 OHSU_R4_origfusion_Udelgen
1 Q0 l4jhfxv9 175 0.009878048780487805 OHSU_R4_origfusion_Udelgen
1 Q0 hre694a3 176 0.00985819735819736 OHSU_R4_origfusion_Udelgen
1 Q0 77yma44s 177 0.009767170644341705 OHSU_R4_origfusion_Udelgen
1 Q0 y177sqee 178 0.009709842927267152 OHSU_R4_origfusion_Udelgen
1 Q0 6m8sbbi1 179 0.009708737864077669 OHSU_R4_origfusion_Udelgen
1 Q0 1bpc8g6n 180 0.009707602339181286 OHSU_R4_origfusion_Udelgen
1 Q0 90fx0ud4 181 0.009615606869611446 OHSU_R4_origfusion_Udelgen
1 Q0 apr0domq 182 0.009615384615384616 OHSU_R4_origfusion_Udelgen
1 Q0 sgr8p78v 183 0.00960801650456823 OHSU_R4_origfusion_Udelgen
1 Q0 aw0kkvvl 184 0.009582326169572348 OHSU_R4_origfusion_Udelgen
1 Q0 105q161g 185 0.009574200050390528 OHSU_R4_origfusion_Udelgen
1 Q0 djclli8n 186 0.00946367171181593 OHSU_R4_origfusion_Udelgen
1 Q0 st5idleq 187 0.009461741351158992 OHSU_R4_origfusion_Udelgen
1 Q0 gfu4bp2x 188 0.009302689180737962 OHSU_R4_origfusion_Udelgen
1 Q0 ex9nh1yi 189 0.009300162752848172 OHSU_R4_origfusion_Udelgen
1 Q0 erphxvo8 190 0.009259259259259259 OHSU_R4_origfusion_Udelgen
1 Q0 p68tyvdw 191 0.009242392518146288 OHSU_R4_origfusion_Udelgen
1 Q0 yxtepbta 192 0.009228622682878216 OHSU_R4_origfusion_Udelgen
1 Q0 ccxj4s6j 193 0.0091898022839172 OHSU_R4_origfusion_Udelgen
1 Q0 rxt75zex 194 0.009186126373626374 OHSU_R4_origfusion_Udelgen
1 Q0 2ensoxl9 195 0.009174311926605505 OHSU_R4_origfusion_Udelgen
1 Q0 rjltw0qn 196 0.00913154533844189 OHSU_R4_origfusion_Udelgen
1 Q0 ffex7dw9 197 0.009118709011863534 OHSU_R4_origfusion_Udelgen
1 Q0 re8hyjqs 198 0.009108358068930143 OHSU_R4_origfusion_Udelgen
1 Q0 dm5q989k 199 0.008920162283561545 OHSU_R4_origfusion_Udelgen
1 Q0 1de98sxz 200 0.00890090699115543 OHSU_R4_origfusion_Udelgen
1 Q0 ibnudp1x 201 0.00889232886136911 OHSU_R4_origfusion_Udelgen
1 Q0 uiezqa4p 202 0.008855244185317534 OHSU_R4_origfusion_Udelgen
1 Q0 0tgmm7bb 203 0.008849557522123894 OHSU_R4_origfusion_Udelgen
1 Q0 pn9nwl64 204 0.0088447931087525 OHSU_R4_origfusion_Udelgen
1 Q0 qulb9i4f 205 0.008839285714285714 OHSU_R4_origfusion_Udelgen
1 Q0 80fttgjw 206 0.008794808794808795 OHSU_R4_origfusion_Udelgen
1 Q0 i4xhs8ab 207 0.008773388444148829 OHSU_R4_origfusion_Udelgen
1 Q0 srb6h6yg 208 0.008771929824561403 OHSU_R4_origfusion_Udelgen
1 Q0 sc25la8c 209 0.008751761477416006 OHSU_R4_origfusion_Udelgen
1 Q0 2ioap802 210 0.008745419515696422 OHSU_R4_origfusion_Udelgen
1 Q0 atqsz3ju 211 0.008726975638740345 OHSU_R4_origfusion_Udelgen
1 Q0 uh3o742p 212 0.008725122343450622 OHSU_R4_origfusion_Udelgen
1 Q0 4jag7lzb 213 0.008713952760288031 OHSU_R4_origfusion_Udelgen
1 Q0 w7ej6jfg 214 0.008709821934365133 OHSU_R4_origfusion_Udelgen
1 Q0 9e3w7sv2 215 0.00870296621807196 OHSU_R4_origfusion_Udelgen
1 Q0 9l97eihy 216 0.008695652173913044 OHSU_R4_origfusion_Udelgen
1 Q0 xhf8yg6o 217 0.008695146083110231 OHSU_R4_origfusion_Udelgen
1 Q0 zdhg4axx 218 0.008691789266109393 OHSU_R4_origfusion_Udelgen
1 Q0 svwtfshi 219 0.00868914298298104 OHSU_R4_origfusion_Udelgen
1 Q0 utq5bn08 220 0.008685506870624839 OHSU_R4_origfusion_Udelgen
1 Q0 t34myl7l 221 0.008685462190666574 OHSU_R4_origfusion_Udelgen
1 Q0 prrqfnva 222 0.008620689655172414 OHSU_R4_origfusion_Udelgen
1 Q0 05zmldvj 223 0.00860678531701891 OHSU_R4_origfusion_Udelgen
1 Q0 p6h2a0d5 224 0.008567821067821068 OHSU_R4_origfusion_Udelgen
1 Q0 35c7r5wy 225 0.008547008547008548 OHSU_R4_origfusion_Udelgen
1 Q0 kkse855d 226 0.008469791078486732 OHSU_R4_origfusion_Udelgen
1 Q0 iy0h2pyf 227 0.008409411028222652 OHSU_R4_origfusion_Udelgen
1 Q0 4e46dkrz 228 0.008403361344537815 OHSU_R4_origfusion_Udelgen
1 Q0 l5i2ac4q 229 0.008403361344537815 OHSU_R4_origfusion_Udelgen
1 Q0 g9oxcfnt 230 0.008363996972781127 OHSU_R4_origfusion_Udelgen
1 Q0 vy00r2b0 231 0.008355614973262033 OHSU_R4_origfusion_Udelgen
1 Q0 7e79ppm8 232 0.008333333333333333 OHSU_R4_origfusion_Udelgen
1 Q0 qxy5kshs 233 0.008333333333333333 OHSU_R4_origfusion_Udelgen
1 Q0 tf1j8gw1 234 0.008321661998132586 OHSU_R4_origfusion_Udelgen
1 Q0 nzbopcxg 235 0.00830770730546301 OHSU_R4_origfusion_Udelgen
1 Q0 wjf8a5y4 236 0.008306785873325798 OHSU_R4_origfusion_Udelgen
1 Q0 6zfmjq9p 237 0.0082992700729927 OHSU_R4_origfusion_Udelgen
1 Q0 mqduxqdl 238 0.008258074391550591 OHSU_R4_origfusion_Udelgen
1 Q0 dkreswvk 239 0.00824782951854775 OHSU_R4_origfusion_Udelgen
1 Q0 dm2pce4d 240 0.00820135149403442 OHSU_R4_origfusion_Udelgen
1 Q0 mx58ai55 241 0.008196721311475409 OHSU_R4_origfusion_Udelgen
1 Q0 qi630tpo 242 0.008196721311475409 OHSU_R4_origfusion_Udelgen
1 Q0 j318qn5p 243 0.00819354167258002 OHSU_R4_origfusion_Udelgen
1 Q0 xvhg4m16 244 0.00816074269727646 OHSU_R4_origfusion_Udelgen
1 Q0 n3d130t8 245 0.008156302899013933 OHSU_R4_origfusion_Udelgen
1 Q0 fas2ar3k 246 0.008139689284291594 OHSU_R4_origfusion_Udelgen
1 Q0 nsjn05q0 247 0.008130081300813009 OHSU_R4_origfusion_Udelgen
1 Q0 q512vvj8 248 0.008130081300813009 OHSU_R4_origfusion_Udelgen
1 Q0 9dlr6kqh 249 0.008064516129032258 OHSU_R4_origfusion_Udelgen
1 Q0 o05yp746 250 0.00801175568617429 OHSU_R4_origfusion_Udelgen
1 Q0 o2mojn2u 251 0.008 OHSU_R4_origfusion_Udelgen
1 Q0 vahud6o5 252 0.008 OHSU_R4_origfusion_Udelgen
1 Q0 bo104j2y 253 0.007987172570880538 OHSU_R4_origfusion_Udelgen
1 Q0 n2o7iiew 254 0.007908637102391456 OHSU_R4_origfusion_Udelgen
1 Q0 3w63yt7f 255 0.00790514871735497 OHSU_R4_origfusion_Udelgen
1 Q0 5xlqhp4a 256 0.007896458274927578 OHSU_R4_origfusion_Udelgen
1 Q0 faec051u 257 0.007889936150805715 OHSU_R4_origfusion_Udelgen
1 Q0 3bozjfv7 258 0.007885130896024639 OHSU_R4_origfusion_Udelgen
1 Q0 1v5gqcrj 259 0.007874015748031496 OHSU_R4_origfusion_Udelgen
1 Q0 gxstlzuk 260 0.00786540420686762 OHSU_R4_origfusion_Udelgen
1 Q0 3uif1ve9 261 0.007848013816925735 OHSU_R4_origfusion_Udelgen
1 Q0 1cxogtum 262 0.0078125 OHSU_R4_origfusion_Udelgen
1 Q0 x3xj99h8 263 0.0078125 OHSU_R4_origfusion_Udelgen
1 Q0 4x8o79yj 264 0.007783805164717185 OHSU_R4_origfusion_Udelgen
1 Q0 73kx3hvd 265 0.007751937984496123 OHSU_R4_origfusion_Udelgen
1 Q0 nh06fp82 266 0.0077485380116959065 OHSU_R4_origfusion_Udelgen
1 Q0 cycc3fvl 267 0.007690342360756259 OHSU_R4_origfusion_Udelgen
1 Q0 zbmzjsvs 268 0.0076832151300236405 OHSU_R4_origfusion_Udelgen
1 Q0 qpa6tk6v 269 0.007648435214975139 OHSU_R4_origfusion_Udelgen
1 Q0 itc417kn 270 0.007627293341579056 OHSU_R4_origfusion_Udelgen
1 Q0 vwf2djd4 271 0.007575757575757577 OHSU_R4_origfusion_Udelgen
1 Q0 mbv45kei 272 0.00757067828807688 OHSU_R4_origfusion_Udelgen
1 Q0 306syrrn 273 0.007570098112455798 OHSU_R4_origfusion_Udelgen
1 Q0 b3kjge3z 274 0.007566577427081865 OHSU_R4_origfusion_Udelgen
1 Q0 ayg32gtt 275 0.007566259679989967 OHSU_R4_origfusion_Udelgen
1 Q0 kjx0z1hc 276 0.007548947513558231 OHSU_R4_origfusion_Udelgen
1 Q0 tnfgbl05 277 0.0075445090780891936 OHSU_R4_origfusion_Udelgen
1 Q0 jtpabxqy 278 0.0075187969924812035 OHSU_R4_origfusion_Udelgen
1 Q0 ymz7z76i 279 0.007431644764730819 OHSU_R4_origfusion_Udelgen
1 Q0 bm03m1ad 280 0.007414886895831284 OHSU_R4_origfusion_Udelgen
1 Q0 tkh93k1u 281 0.007407407407407408 OHSU_R4_origfusion_Udelgen
1 Q0 cniyembt 282 0.007352941176470587 OHSU_R4_origfusion_Udelgen
1 Q0 k2juhyex 283 0.007337526205450734 OHSU_R4_origfusion_Udelgen
1 Q0 blxlmb9z 284 0.0072993672993672985 OHSU_R4_origfusion_Udelgen
1 Q0 wh41wczp 285 0.007299332026243646 OHSU_R4_origfusion_Udelgen
1 Q0 n2wo766l 286 0.007257133432294244 OHSU_R4_origfusion_Udelgen
1 Q0 o565iglh 287 0.007255641833244977 OHSU_R4_origfusion_Udelgen
1 Q0 ejg6hpuy 288 0.007247026031556419 OHSU_R4_origfusion_Udelgen
1 Q0 0pinevfc 289 0.007246376811594203 OHSU_R4_origfusion_Udelgen
1 Q0 qk07iknb 290 0.007246376811594203 OHSU_R4_origfusion_Udelgen
1 Q0 8li52mb8 291 0.007199667616334285 OHSU_R4_origfusion_Udelgen
1 Q0 gp520qen 292 0.007199265381083562 OHSU_R4_origfusion_Udelgen
1 Q0 4nde2fqs 293 0.007194244604316547 OHSU_R4_origfusion_Udelgen
1 Q0 eju7wnb9 294 0.0071808461353149375 OHSU_R4_origfusion_Udelgen
1 Q0 l8a7lzhb 295 0.007180719921104538 OHSU_R4_origfusion_Udelgen
1 Q0 5he8fjz4 296 0.007176586492729991 OHSU_R4_origfusion_Udelgen
1 Q0 90c7l36m 297 0.007149464137926239 OHSU_R4_origfusion_Udelgen
1 Q0 9hm6buwc 298 0.007134093904234333 OHSU_R4_origfusion_Udelgen
1 Q0 7fxavlgx 299 0.007133901163042068 OHSU_R4_origfusion_Udelgen
1 Q0 zdfx3zo3 300 0.007121654319139912 OHSU_R4_origfusion_Udelgen
1 Q0 ossmgzzn 301 0.00709889795334192 OHSU_R4_origfusion_Udelgen
1 Q0 2hbxvvpw 302 0.007092198581560284 OHSU_R4_origfusion_Udelgen
1 Q0 jnspsfdp 303 0.007092198581560284 OHSU_R4_origfusion_Udelgen
1 Q0 e1fl5kjn 304 0.007088744588744589 OHSU_R4_origfusion_Udelgen
1 Q0 uybcpsf6 305 0.007065830837728469 OHSU_R4_origfusion_Udelgen
1 Q0 5pmp33d0 306 0.0070458584395321 OHSU_R4_origfusion_Udelgen
1 Q0 zlenyzn9 307 0.007028193030661646 OHSU_R4_origfusion_Udelgen
1 Q0 y5n7zsct 308 0.007025838011753505 OHSU_R4_origfusion_Udelgen
1 Q0 sgokzw5i 309 0.006993006993006993 OHSU_R4_origfusion_Udelgen
1 Q0 h4vjkufn 310 0.006991999393318925 OHSU_R4_origfusion_Udelgen
1 Q0 kifsxqq2 311 0.006987154927305358 OHSU_R4_origfusion_Udelgen
1 Q0 43075ute 312 0.006946376139700201 OHSU_R4_origfusion_Udelgen
1 Q0 da3bpnbd 313 0.006944444444444444 OHSU_R4_origfusion_Udelgen
1 Q0 lrbekcw6 314 0.006944444444444444 OHSU_R4_origfusion_Udelgen
1 Q0 0ymeocbf 315 0.00684931506849315 OHSU_R4_origfusion_Udelgen
1 Q0 v3qgqfwr 316 0.006842019010160603 OHSU_R4_origfusion_Udelgen
1 Q0 2zm8wk2c 317 0.006840437788018433 OHSU_R4_origfusion_Udelgen
1 Q0 nm6nu8pj 318 0.006805403990447963 OHSU_R4_origfusion_Udelgen
1 Q0 mpc7l1z8 319 0.006802721088435374 OHSU_R4_origfusion_Udelgen
